V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
447830759.737565,514674618.35087,567097383.751375,651640975.277984,724261743.09211,810832595.454499,905059584.279063,998897968.171934,1093810612.64795,1184222496.9998,1300941637.404,1399178347.18275,1525060170.83566,1645353502.58967,1760168772.93148,1863442212.2917,1991006559.75937,2125792089.39917,2269193006.18077,2398000683.96543
422744586.124615,487336442.199901,547780891.199329,631604315.270109,705935466.747136,791249951.314038,878895680.579912,968486939.623312,1061798037.45125,1152393208.65413,1263198116.90516,1354828842.30784,1472845474.95296,1587120376.13917,1707510407.88989,1818594629.78032,1940439292.80892,2073421354.88907,2202432097.28456,2320716201.78448
341754528.557019,405399135.502334,459467251.0033,535770273.516662,606687023.618915,685499910.95716,768430026.739348,847066411.779986,934655957.172859,1026362457.44797,1131649471.64821,1220404582.73749,1331817632.93085,1436794413.28818,1546908821.01105,1648563593.64484,1761056119.54941,1882707491.18312,2010552022.96226,2120690003.11686
342491785.134027,403799803.081874,459327188.58875,537217466.860975,606137320.08167,682791226.821667,764454948.683267,846719436.842849,932503965.855795,1023048603.26726,1129781506.73775,1215541775.36829,1330080045.25579,1438264472.18942,1540491391.91628,1642071046.72285,1747904528.14188,1865565595.95414,1986873381.07374,2095608459.15592
455288394.636184,523691626.780052,589803847.16133,676817398.601879,754027977.532381,840851773.165915,926635100.864225,1017715567.85122,1109069421.2469,1207418681.75655,1324837130.112,1416296375.46768,1539715115.53717,1662149148.85251,1774515596.83712,1887261772.60351,2001167844.74079,2123975001.3277,2259305558.11326,2376553724.32069
377482039.552593,443400777.298491,500333780.55519,578758427.853844,649529392.762149,732133834.459261,814416109.588538,897897416.748563,989540151.224632,1075392129.94976,1178156772.19887,1268665074.8251,1384164479.35712,1488654030.79406,1603253679.5344,1701160756.63607,1808169485.65437,1930306365.44678,2061412166.10097,2167129557.60602
380671285.593092,446741052.068597,505511168.679015,582996130.975515,659079675.496802,735339972.628483,821658233.405345,903435427.594062,991844037.235123,1079551814.24502,1189403096.60685,1278959702.18778,1390773986.96179,1498592733.87149,1598082496.24084,1711481180.32125,1828352990.64569,1954840773.41806,2067353036.32409,2165507082.94387
451169816.355697,519659296.385821,580334978.919384,669251807.670102,741935152.137772,826406372.310532,913843942.409133,997601618.065185,1090161437.95432,1186298015.87401,1304501795.23084,1389391121.43378,1501327810.80149,1619100177.6155,1717570114.7397,1817413949.07835,1928714480.233,2058223734.14163,2177410646.56792,2289616243.41559
457343550.717156,525170591.095971,587827302.478034,676582878.863998,756635966.674143,836693933.603528,926852894.466992,1015871087.81578,1110789842.50804,1209122228.48641,1326993801.07415,1419928540.17661,1546140183.75362,1664886420.97069,1783757158.54149,1906204764.45269,2028992450.15673,2157060719.95621,2294730507.67989,2409551212.50136
365579388.279039,425031336.907691,479584519.047137,555607672.238351,626138753.694069,708776912.743378,792425381.013624,872527790.140255,958009065.485538,1049070327.01013,1155948326.47462,1250516572.19479,1366777686.89381,1480750870.27258,1582368190.09585,1688540436.27492,1797431074.69981,1913774090.88208,2033946419.24293,2145328174.81033
422935433.932694,488382392.633232,546609406.31895,624606934.084033,698289337.345484,781208018.963725,869587078.264648,947211307.20117,1045648501.60537,1130206320.6452,1240110436.67676,1324525346.41324,1433888384.5081,1528925887.65629,1624699690.13415,1732638219.48789,1842638055.72952,1980519640.26039,2115233534.45319,2235742670.15008
400496044.041051,463881997.827585,524342100.713476,605338966.946361,684272624.729561,765527058.394503,850942052.999082,934731122.575912,1027773332.89107,1122006811.28896,1229423793.0611,1319688228.31945,1439273732.88352,1553923621.88107,1663208786.77366,1775808826.78639,1881683361.17744,2008041515.38735,2147938897.08931,2266695580.04373
375919132.336004,437293065.903716,493993285.618275,576258138.938094,649817740.669409,729626901.75157,812385529.009505,897468232.349013,988808422.772073,1079021477.87462,1190353185.43974,1279349073.01687,1396265683.78419,1508903977.89595,1621203778.50664,1724371380.6031,1839513075.52956,1962727461.12408,2083550280.42287,2196177408.71142
340693161.88199,400767025.271383,456110398.465407,534846717.836986,605408233.556644,681984710.338004,767636144.615814,848781445.581101,937640676.987394,1027157732.21142,1134314233.02577,1221941113.482,1329327213.63316,1436692674.83166,1548606615.90066,1652202798.80554,1758641451.11089,1876403467.74455,1997892385.66446,2100313290.08302
343808145.272767,404065033.793315,460013727.34582,538584098.672128,608810459.494436,685836503.824652,770521097.499134,851734640.049747,939756942.314336,1028982908.30511,1136301554.71665,1225436374.45223,1336606418.06377,1443123527.98626,1553729131.12153,1656091434.2355,1766806148.88475,1883740207.61132,2009661471.82823,2117907643.10481
494067288.575403,558964154.65637,619957540.184346,712505417.267632,783906903.233961,878257862.67567,973049958.301945,1065357223.02876,1155504172.86552,1253358160.58136,1378932873.4916,1483936513.7335,1607182733.98753,1724939385.48872,1848177761.78666,1965622697.74351,2076534224.28678,2202364697.62539,2324364008.84217,2461154806.80288
380551697.695594,445435055.741044,503804500.778163,586502963.866462,662957318.041773,746131250.184367,833693061.212468,918567759.304862,1011164478.82724,1101878996.07049,1209829348.34671,1295807985.55683,1408385649.57228,1516051435.01281,1628498148.8108,1738467377.55445,1854010314.49273,1976331428.0941,2105020868.8615,2215576637.3642
342838217.424807,404052385.716703,460895549.270071,539779425.549897,610007056.423705,687757398.88772,768987151.699102,847406502.771091,935615877.075087,1023390854.98758,1126582121.27888,1215951853.48779,1324632018.73472,1425237535.08052,1528786232.05916,1628892984.57497,1739929874.59932,1855972346.69662,1975524841.62849,2084204545.79724
405843589.71764,468587272.017631,530985325.626465,616337888.018326,691290514.160498,773822327.871154,863011389.019433,947659512.841848,1040339277.08262,1134331124.46249,1242884748.10903,1338267514.23277,1460938921.91293,1568432343.34254,1682140414.20669,1787697503.64669,1899042220.07765,2032046609.74397,2167699383.93204,2278003750.99381
410931323.382004,477760166.220599,538579833.627729,618410167.888158,694777352.902771,772693054.701428,863397428.008335,945811023.959972,1041365134.14748,1136450477.99171,1245639563.29666,1332258005.68298,1437612022.37437,1548946029.18246,1666630064.35116,1759178988.74119,1882704040.69611,2007672666.08914,2116775574.93384,2236708631.52648
343086835.456615,403872245.072094,459663566.724264,536946438.592541,606692324.57167,686527239.457126,771711407.754058,852635064.178404,943700083.516772,1030845040.75378,1139530473.06664,1226969582.85293,1336963312.43245,1442076102.58483,1545728808.83329,1647140374.11619,1755185817.02639,1879815459.67519,2001009722.70758,2106245735.49818
401462053.397718,462396913.989944,521011982.480338,596598433.164531,670487457.230027,753474740.195788,838015003.275179,919787965.632293,1010312491.97449,1104697393.30053,1203528434.20932,1294630176.22137,1413470686.99892,1510803383.31777,1612778161.34581,1712488465.86555,1825249613.10921,1939127733.79325,2068799771.94589,2178865235.85368
364719726.072009,426596889.444943,483582050.143075,562545079.263495,634161796.03822,715522172.952703,799860213.217233,881201120.859675,967379234.044148,1055381660.3918,1159520740.3678,1249187652.97057,1362534203.14819,1468743709.72292,1578001461.20657,1681218574.4282,1787702781.42769,1904651545.47409,2029099099.22038,2141398000.19186
366821102.842231,430420307.548127,490518050.187912,567467875.076487,636945412.734389,719946770.077965,806566149.549371,888072225.798974,978401102.80836,1064115207.45012,1164254197.08016,1258394010.25899,1372044131.98953,1476389684.76793,1578739169.39546,1675744666.99771,1783185268.48836,1899254020.37945,2017499292.94224,2120582851.94638
341492308.171712,401363532.003213,456952836.652079,534524550.872928,606179442.078021,687047226.756283,772682447.533819,851853033.190343,939171096.319373,1027796090.50225,1134280217.81863,1219787990.54215,1329890501.31363,1437685911.93621,1549332786.19408,1651999015.3858,1764724496.79586,1888027530.89715,2013011059.49843,2127188684.58666
362638591.123557,425302069.366887,482102315.161861,565017699.514133,636611921.158136,713415796.975541,795962696.774027,878755990.59156,970212754.361032,1064734603.0568,1174217159.93814,1266842926.49334,1373266587.72035,1485920469.52406,1595983048.83811,1696303715.69743,1816299373.73358,1947334532.53598,2074381765.23194,2183476224.01166
449424613.805579,516807054.917346,575299068.385176,661434333.067734,740823030.226126,829900737.473001,916980957.550487,1010559598.10836,1106746508.75556,1190477187.69529,1307929136.85372,1389817361.59861,1506055432.05177,1610400848.19254,1731387513.68005,1832648316.21132,1930356044.43843,2045965027.30321,2161125383.33078,2285946961.64528
468381860.234816,531027045.050327,595596255.064273,676708326.503905,760645969.954101,851380620.808963,938876301.834892,1028453363.46109,1130344932.12696,1227073148.96626,1336780559.10472,1429873836.09595,1556087035.00927,1665172509.99103,1766115600.2357,1862939971.86202,1994429920.34213,2134597839.6965,2276387439.04553,2388806023.72417
405867134.479824,474755206.011362,531373235.785658,611372284.495701,682806646.301659,760025288.526149,849698450.72313,932881641.199244,1018544955.02156,1106592171.27335,1207297900.50592,1303032416.26681,1402359332.96071,1507884666.47062,1616039943.42732,1731134937.18925,1850351875.22329,1969029337.27553,2089948806.29492,2212855664.98676
374474175.329843,437310547.441573,495244065.232568,578480939.927442,652569375.546287,733575796.794042,818882330.167524,903182373.089296,997360186.521502,1084796409.97097,1189521768.0244,1282058771.90848,1395049160.10276,1503997674.75777,1611539258.98214,1717483085.62394,1832659491.31079,1958897092.23547,2091717992.42903,2196934467.1629
451959927.797487,524712476.594283,590776759.484549,670876254.523785,740338409.77969,822684121.668913,902632239.263529,982661732.972279,1075272733.54225,1167292523.03563,1267388153.19902,1355595918.0012,1452017397.72393,1574255362.96973,1684913032.00095,1789089871.30747,1897252893.10601,2035052340.08487,2147375344.61366,2244627300.75185
418049819.868036,488574134.066295,545368300.117498,631238497.94067,713705195.135705,796739778.20999,890084311.059723,972375495.484268,1066064063.08498,1160854111.54052,1276505196.70176,1373791233.86106,1488684654.81554,1597250187.81702,1700275261.59173,1806578589.12772,1915987091.31676,2023697422.84562,2145643901.08035,2251737151.53345
353575831.557274,415506474.40811,470636289.791681,545981317.72764,617610519.53481,697556363.792641,783103940.49406,866653217.316302,957255339.044855,1048006453.431,1152612131.91402,1241342642.83621,1357436643.20475,1466902301.53265,1574789576.75311,1675742936.26926,1792958930.70622,1918664523.67056,2042199505.46464,2152163469.05222
365717424.485502,431016394.726054,487897680.071086,569061315.200265,639068848.938406,719433880.850595,805956648.243896,890166145.623541,981774729.414766,1067952308.79526,1173726535.03821,1265240921.78072,1373135525.89433,1476876280.1625,1583782980.52861,1676554444.80045,1786576307.02707,1909607633.703,2029165538.10939,2150059367.13529
406015762.303074,473034379.140633,534856176.949304,616660945.696069,692500504.438325,772483557.578345,864973267.453825,953102958.980134,1044526963.8588,1139140398.16895,1250052996.32636,1337228483.05327,1448499717.44932,1557028521.01542,1673988202.12202,1780275789.38819,1904208105.30869,2034289912.90548,2161362648.46931,2272173480.95229
362507474.407048,426801010.014538,483734654.763477,558764550.094568,633001706.517818,708332859.1753,794946304.516035,876213872.574979,964511703.863386,1049003328.8261,1152502324.71083,1237035231.46052,1345160966.98028,1451751360.26054,1556121590.80409,1655882090.60752,1758633952.1869,1868497812.75364,1985367815.14051,2086350344.75663
344050028.60658,405608248.105129,462683977.688881,541338608.193741,612030762.885847,691104308.716268,776878967.015961,857908651.328605,946079312.367336,1032696385.65085,1141883146.79508,1227150457.61629,1336562166.12162,1441358446.36623,1550855963.98043,1649164147.22406,1761775330.54181,1880777105.26233,2005923160.23418,2113678062.35527
467521723.534197,541577484.539247,600245041.276353,685278511.238285,761148432.552005,846178945.278642,940373392.710982,1028866025.48491,1123167670.8642,1215878518.83554,1334933431.00142,1428417406.08765,1552098345.74952,1658001868.06046,1765248763.64361,1861222506.93707,1978121374.28697,2103921621.02162,2225570065.11052,2344121085.51324
373213039.620606,436899042.854912,493304527.234321,573290766.389801,649443522.786608,729260989.254929,812971110.820381,897255515.11012,986984257.850357,1082058301.04384,1183610345.31655,1276896302.12548,1384567283.03219,1485760284.42524,1598142810.11909,1696047344.57119,1807579214.00925,1923849835.04386,2057643638.01778,2166215972.47667
406224905.104756,466642624.78016,526816372.900266,609828748.228536,680726773.765157,759728503.588772,851470900.509084,935727874.221799,1026650133.50978,1117013528.08199,1227463788.9624,1317539025.96046,1433030134.79275,1549331806.56155,1658784696.97011,1756457536.64664,1868583287.28472,1976873935.60614,2095104122.21257,2200379791.41214
355700904.968388,414395339.921281,471275950.593576,549685685.507152,623365130.836444,705599648.55129,791071950.584605,869356375.350123,960303972.441144,1054359706.75327,1158392455.45692,1249757290.939,1363701550.64985,1468023184.75668,1578489254.33661,1679498566.81076,1786544147.17791,1908915635.93162,2021745366.83132,2139619584.33986
341916401.144146,403053407.2492,457986860.578899,535316115.916888,606566391.513511,686662454.903818,770225905.268181,852842462.685524,943204287.122347,1035322803.14969,1143074429.90915,1233583411.15354,1345655286.5082,1451447327.34713,1560375135.92771,1665492811.50531,1778356733.84586,1903218998.63274,2031157380.35332,2137745204.40217
342793192.152262,403876300.857162,458710252.154617,537916137.344061,609135937.774469,684603639.163207,765611788.628787,846007897.195105,934074162.677034,1025276406.57057,1130708302.59205,1218744790.07321,1333617059.74357,1436674744.84469,1539444303.87509,1638038857.88572,1749269296.22569,1867192938.60955,1984346838.14526,2094920848.69047
448698295.781202,514765053.867599,573646647.917124,654355290.082183,727325214.430161,809850051.816644,909209572.379191,999822782.063378,1096983889.65099,1201609304.60325,1306348151.63755,1385352872.09993,1509346620.96316,1627469001.94437,1726851522.24297,1810683359.19147,1911543967.93236,2046291971.2247,2168708734.02907,2249344650.09829
491528593.320401,560816120.156466,623291947.558427,708685291.13618,790147911.344819,868705898.932419,961145081.775037,1047912338.23468,1141636144.90584,1232938234.93706,1351212059.03356,1446917616.71551,1561996108.86348,1674985509.69898,1781944283.49421,1885675822.71083,2003071539.10061,2130371980.16627,2249686258.27128,2339116967.73585
458280755.71912,525943351.083727,590909533.099456,673552869.142877,753611479.846544,842879510.712531,930068160.254386,1019743793.98187,1112595769.72772,1212579984.21791,1333439791.76628,1429248541.75492,1540506595.95723,1649749885.5377,1762912265.27559,1880282140.76671,2011997313.57596,2153147247.47546,2299673437.60523,2413035257.62203
344092738.378754,401287032.28321,455338470.748839,535094213.434712,607402111.371656,684580623.649879,768359628.405775,850074764.290957,939322664.408654,1027143107.16534,1133362793.26406,1221057680.69987,1332519779.91426,1439534645.14573,1549072106.5214,1651117069.95719,1761861741.14206,1882374560.53482,2010615400.48107,2122432234.57612
410864547.480372,474654594.814738,534193662.682434,620026688.721837,694154703.279577,772316341.894137,860814222.35471,951344872.211233,1041879229.0751,1135066097.48277,1246364667.75245,1345923606.54193,1459940517.52423,1567453783.3067,1678043269.80331,1788251202.11171,1902495634.72426,2028257542.42021,2159410304.57184,2271628806.23141
408604981.643599,471730095.109967,528396210.975048,613353305.378003,688869953.364837,768122523.012299,862247345.919262,945138650.701791,1034846145.98195,1135402013.32462,1249900872.23453,1339556529.62452,1455748372.42212,1557843575.09866,1677562439.37927,1788818939.11817,1917516879.17724,2054645969.2851,2187424368.92459,2307453301.74731
412532696.809458,479390888.799492,539121437.571331,623401859.56824,700352656.210914,785658251.918568,871463803.980426,957063363.294505,1054656833.68498,1152729050.49277,1261609296.40842,1354805919.98388,1461925805.66541,1571869194.69988,1681139889.53937,1787849371.29284,1904426910.76234,2016480569.87257,2150416414.72023,2265002393.59222
371457900.861406,436241947.508064,489871559.512006,573895531.194197,645947096.963262,725757651.473704,810375659.189849,894413883.595535,985315065.419757,1074057819.64525,1181532136.57422,1273982113.30739,1392050597.34175,1500851380.72415,1607680058.0709,1703871087.76225,1813721271.11701,1937613452.89782,2059612303.66245,2169304110.04931
434419470.00817,496079252.20008,555758178.362934,636416163.444302,716796408.063918,806039714.200579,899328436.200574,989822291.636205,1087544396.7459,1180167215.23788,1297165738.067,1395418302.56377,1510780389.17634,1629348173.58942,1748847919.56005,1858325429.68786,1978290988.58861,2107777795.04603,2235517319.60853,2362386004.42248
341922791.275483,403396994.948234,460147367.754028,540063696.758207,611648134.151058,688412205.79833,772673741.154129,851720177.284411,939603556.28093,1026790999.13865,1133470636.48533,1221454411.55383,1328763304.3864,1430920229.46963,1537059904.46116,1631741243.50229,1740511599.63434,1863519779.27018,1984572876.14871,2098744678.18854
412704946.3811,474231991.802694,530337834.285385,612259745.770262,688272146.853622,770049294.169852,861894072.341162,947270411.233548,1030622915.04547,1112287941.96961,1218416668.58872,1302555688.81568,1416576767.96731,1532401769.99181,1641746763.33257,1734837926.89481,1845748682.76752,1962776297.86677,2092542683.53204,2188741677.20948
349912195.265627,409526966.41072,463764282.489908,542812341.994843,615458044.01808,693340904.882666,778732045.281732,860182626.127669,943954179.941639,1034435880.82519,1141370621.55722,1224819447.11631,1337293847.08731,1438808453.46456,1541486852.96158,1631676988.84606,1737186378.70337,1862324722.22712,1992139445.78132,2102469400.86771
390012803.167244,457145506.07568,517970627.456546,600278079.973217,671341222.248405,748983480.947828,829455645.386993,909946122.330066,998844381.052715,1082601546.01797,1186010055.50416,1270666992.07281,1384322170.9646,1496851361.82302,1599444599.53082,1704089086.41258,1806317227.25436,1937754508.31473,2068655593.57761,2187195124.79985
380659647.780312,444840981.738592,502460261.228242,585738898.362405,657058087.710556,734053647.087309,820464059.270793,902985916.808464,987724958.405322,1075767112.31171,1180584930.69755,1262944147.02753,1373564733.41985,1468849020.02516,1579104963.86991,1683799669.87825,1802889128.32551,1931808346.15671,2058298204.62689,2161581144.96609
342523075.721977,403501948.215159,458011716.5195,536981384.301197,608846465.621463,686709924.3357,768999905.181651,851327674.934285,938278589.966838,1024763369.96316,1132445529.35659,1218894786.78759,1330556122.9829,1433321476.89982,1536239608.45278,1638218959.03765,1745559602.91355,1863645422.27393,1990966416.15583,2097710618.58435
382337563.658277,440162884.588566,496526432.759372,575470526.482489,642064829.076036,717607047.844676,796474611.411099,873778181.082531,968800143.603821,1063929992.06366,1174931664.87023,1262866746.21318,1368317798.58866,1472493704.68395,1572066187.44525,1661730289.15149,1766935679.13382,1881197558.2695,1991330803.98816,2083375397.68052
348590911.461384,410268499.138721,463404579.397303,542790844.814632,616219252.277007,697462995.484586,780594413.283997,860403384.097329,948024853.630488,1040414935.54895,1146229360.76651,1230580252.03394,1342810733.12055,1446239978.17445,1550762890.60269,1653293052.54649,1759053005.26488,1883329692.8503,2006448365.38028,2118780876.39775
370732866.309264,428923788.238513,485190651.498893,561841117.102112,628715093.524314,702095699.662671,784489585.370834,856548183.316157,942800987.166119,1018440938.49291,1120203778.20584,1205652046.81429,1321138743.8873,1419733841.04551,1521942456.55301,1625359103.14411,1728658695.59408,1834799617.4369,1937323099.24683,2032972564.4395
371979989.080499,434605273.695543,489993135.09805,569111303.618508,642655738.107382,723815806.729539,809042997.363252,893135598.366288,985144788.918087,1077611921.60011,1186794489.19365,1280059530.62473,1396594028.41013,1504876379.07469,1613385075.04129,1721688790.562,1841631591.23626,1968346859.92152,2097664631.00759,2220585007.06017
426208224.131919,491802377.410599,556088132.77808,640118859.856945,718406958.728665,806190100.709396,895739058.240875,979853334.366191,1074292005.34617,1169839839.72131,1279249326.47136,1373274620.83169,1496039913.34639,1612954531.49161,1728205590.36916,1832647054.62743,1958082087.85592,2090607163.96348,2222634964.70461,2352846597.5331
341279276.937144,401004163.111695,454115482.992697,533545834.269039,603079256.207329,680727502.406312,764082922.794526,842165300.551452,932814221.428061,1018671994.50058,1123139196.11815,1212925292.46126,1327936436.52929,1430811053.80597,1537615566.34939,1635569965.97215,1748162106.60302,1863556758.22931,1982143902.30197,2089747307.50631
343792893.538906,405330522.78705,459544222.788512,541234433.154182,611141763.555349,689884042.451171,773093134.489744,857086459.90593,945099721.212184,1035613697.19208,1141444697.71788,1229392510.22373,1340655062.74813,1442749025.30372,1549293776.58743,1651899945.47022,1763025769.46011,1880827885.75254,2008589724.00174,2116959676.09638
396317669.157327,460753829.351985,517175927.740127,597132397.518059,673638349.970909,753649082.849831,842954964.050998,923950506.228592,1011068657.68831,1098977445.91807,1204026968.16467,1281090332.55097,1393466541.9087,1507439471.60076,1615244210.093,1716819297.33718,1835225004.2571,1960269932.37494,2095186861.33099,2217472934.65626
343292645.914374,403693653.883188,459183959.680408,538296323.941714,607910619.383005,685983057.00084,769583328.456615,848171763.829586,936622399.6856,1022751012.46016,1123417460.44084,1210715690.62051,1321958535.35374,1431701838.01745,1538685906.76178,1641361379.40834,1750782407.84613,1869295134.97662,1993373711.7911,2104798769.21
460737145.387343,529225712.695381,591442159.192876,672734818.2379,747242228.279363,827315808.717692,921478051.140967,1010896461.80176,1107769651.46761,1199639061.20073,1301542269.54022,1394490859.66673,1510655523.26778,1631175964.52286,1754233532.17073,1861583477.35818,1989455813.9429,2118737655.37856,2256926829.26781,2367962915.17198
376622539.347158,440814508.604536,497128874.004598,579216115.785054,651935377.949854,734877887.627661,820842189.70661,903120019.304669,990594774.089058,1086242925.66386,1199369059.00044,1286034584.8556,1399315653.03407,1507303834.95699,1612999781.38571,1720604634.09275,1830041621.69015,1957915250.95078,2091825911.79165,2211179898.56168
472236161.385406,544181851.863131,600025901.430884,681337739.06987,753134765.620171,837111709.799216,931058532.204344,1026617880.27282,1124992907.26899,1230142815.32606,1339831329.63217,1447117539.85132,1570530282.81623,1684469520.01083,1809187457.63778,1931432432.11049,2066904061.15003,2187536985.8479,2318090719.64787,2457585253.40599
341296293.189386,401979735.379307,457964460.440501,539088076.090602,611642352.379072,689709165.827231,771307091.534427,852022836.927445,940672475.065625,1031847364.45014,1138877606.81763,1222351888.37447,1334400975.46447,1442726888.73428,1548102234.29576,1646763278.28298,1752829512.00811,1875291266.59221,1997878124.16662,2110676958.03966
371930400.537449,434312492.199529,490916154.732145,573018516.892992,646495987.028852,727176032.570063,816935694.327607,899810761.453245,987592539.869751,1076764856.25909,1189660562.29702,1276954983.55608,1385704634.05405,1484424532.95273,1584837606.64746,1689133331.12781,1807173625.83702,1922214417.53531,2051144191.59996,2158277488.3779
397568659.758834,458165153.30485,514962800.179062,593845769.472446,663610165.237132,744976384.684146,830068008.226704,907171997.848212,994907534.94115,1085106582.70125,1189202253.93078,1280681923.97253,1385650026.43258,1490307333.80036,1594851269.29561,1692236126.79904,1793192428.43834,1908329176.19702,2027552056.68906,2137408733.32207
392219904.701598,456800175.29937,513393859.299022,592398284.234395,666637236.748818,744572854.549458,833342716.847078,912173874.096982,999666484.199242,1095865337.65188,1203148515.02,1291300992.77748,1399519857.09472,1506281922.40382,1609111456.67724,1710972588.51852,1827758463.82028,1934656160.23847,2064857396.07149,2175688137.88729
415473490.156719,476754698.60851,534896791.905764,615976829.452993,688468529.045474,767145285.268576,859539985.510018,951986630.97511,1045154258.92846,1131919110.28394,1246171805.83912,1330042084.57077,1447967669.1721,1563677911.97279,1679124521.14108,1772781933.62445,1872647212.17151,1974283506.462,2087430623.79242,2215152393.38887
341442328.192103,403985935.256931,459460100.544934,537037424.539823,607952564.624068,686829823.195753,769098470.783032,851258943.455987,939035710.737148,1023739291.36677,1128202951.47901,1215631643.33628,1327606497.26109,1435247247.27679,1545277705.54845,1645915283.84725,1758347552.22938,1877143783.08167,2004782337.41289,2110453254.31845
354907941.424087,418793112.228121,473203769.780847,551739588.623699,623739043.875329,701034318.515718,788634632.276556,871855873.723071,958745996.668906,1047138827.24125,1157555940.58228,1249423570.2013,1359866068.64107,1466492600.53698,1574610306.26767,1669818804.80574,1780005388.18771,1895728232.56693,2020600530.04086,2133167590.505
394535990.414686,456404069.993695,513981548.811974,596883257.654201,671927570.65119,747776108.619754,831157328.545699,906207522.775714,996149021.576532,1090584323.76828,1192015313.35901,1275808697.35056,1382988280.81354,1499899418.31396,1613686744.78076,1719893298.58091,1839498870.9942,1944925616.45487,2045810633.55966,2166423729.7714
395869179.766233,463684530.240806,517811932.85153,600163687.821687,669614946.51797,751787761.42229,836749381.748489,920077795.294329,1011076736.41564,1105066501.12971,1209474944.12777,1297329082.83526,1409333790.75319,1523564165.20522,1637464775.46364,1736110233.50358,1856862733.13242,1986300546.09777,2102339215.44898,2207532579.03204
379757260.845431,444215370.847986,503141327.116321,582534976.12267,656250183.190914,741240286.658071,833272744.487305,919280679.669814,1006664717.14755,1099514900.83353,1200063305.90187,1291565906.87002,1399622650.32594,1503844328.55738,1616249482.98392,1715504673.26012,1834090709.85603,1956328617.4212,2089806663.66011,2198560909.65844
422183690.143564,484275229.081154,544465856.387261,628010804.491095,706827856.416433,788630748.829662,879923620.183798,965061288.25318,1056356427.02882,1151707170.31415,1266048886.11487,1353741556.45466,1471870483.56877,1584906521.26149,1698857862.55834,1810619001.09798,1923471117.33318,2045066172.7643,2170467166.66172,2292706754.9973
341238316.685671,402141630.608047,457140141.824622,537240513.464049,606932192.939249,684495234.726166,768341654.236407,850313116.952332,939246357.709986,1027351722.07889,1130886820.55579,1219745382.40179,1329697901.6459,1433763322.05919,1538559564.68215,1643015988.50924,1756546342.70155,1880558405.74573,2001010064.87198,2110729930.32326
410685825.207076,476075335.507338,538297899.110658,619888401.863735,693431117.995421,777165407.129332,867221240.305599,952656884.271235,1046974871.50091,1139257948.30093,1250668455.08848,1341450646.65287,1459712986.25992,1566485882.87245,1683092643.51165,1799505758.79026,1915123750.27093,2047002269.91755,2170743624.98104,2273888530.80653
361535305.415516,423651224.06929,482735869.583248,563291540.537285,637096520.907623,717343833.147408,803774625.498945,883608806.806026,974570891.244737,1061516118.65457,1162758085.36969,1251502322.00614,1358826173.05797,1470116039.27209,1584619717.36019,1693630705.06804,1802699167.17483,1919716503.32851,2050328857.50837,2155115831.14359
362678934.786106,425936657.071093,481770753.361664,561407812.197791,634589035.226682,714027136.940096,796894544.678016,879750007.394893,969141242.666769,1059797297.66733,1166953930.71663,1252988109.45143,1364291270.22525,1474947847.71361,1584922655.02629,1694388761.54477,1811691596.83737,1936952695.06733,2058714981.22313,2175752926.74587
449350766.19288,514741858.201641,575993734.516859,663327713.84667,740056225.35201,821486361.347902,905860956.342106,992666795.736751,1090674760.62092,1176064715.43171,1285447344.03659,1369506934.07316,1499595541.27602,1601067664.88785,1713943867.31187,1824047378.11566,1954438590.92023,2090987087.07397,2225725853.77455,2348314285.66956
363298775.085259,426475350.342628,481726570.438129,561030244.58469,633990699.364567,714965372.57933,802513123.503871,885630995.02825,972686868.068837,1066342471.14615,1170309956.18787,1256568296.58238,1368071029.71538,1474669444.0867,1586734178.04513,1686925030.757,1793079062.94964,1915007314.36401,2035171677.58245,2147918193.66972
343850072.366669,404095548.359479,460227524.538519,541415238.885092,612126400.91559,691981640.80155,777750345.738407,856820396.673462,945834669.161114,1036891591.28586,1140096577.3517,1226082292.37088,1335949310.20357,1439695627.83948,1545373375.38523,1648607848.30539,1761996248.83068,1878296476.43687,2007627637.82907,2121295124.28774
430639227.382204,500723126.018604,555278387.67508,636449038.476378,704741095.566432,779391975.282031,873976870.341962,953719083.670128,1034341709.64576,1128193777.5741,1244523208.86142,1334256759.40742,1449930023.11948,1565171721.89414,1676081710.39008,1774553044.14874,1901727359.48553,2027328057.06688,2152051541.03097,2252669892.03797
368847045.011607,430247621.814851,481750743.768848,559664627.467533,630597592.416302,712317427.986685,797223348.652848,875184009.820111,964671905.282555,1056664459.55885,1161678982.80834,1248061365.85951,1358267538.82494,1458177045.91695,1556604504.19365,1648860079.33972,1760509025.52897,1872022882.97196,1994255717.70903,2112506120.05898
409031069.854254,470540527.812389,528426592.213683,609061101.480148,681902172.465704,763424394.443534,852189837.232806,933063309.28879,1023491804.47794,1121204551.81837,1234481951.0747,1331678168.78034,1441970595.9618,1553214558.87262,1660852757.77037,1771489793.10199,1886735146.81413,2003772259.85482,2137038557.78183,2255482679.59376
377053592.679323,434042633.307757,494677765.182957,572728386.318561,642094689.800408,722187283.143379,805526959.897584,889257846.976666,970013370.519991,1056791392.97294,1163588207.92305,1238557898.14323,1348292908.13198,1454320624.90314,1561465548.26771,1664217244.76979,1782272877.09521,1892305620.0179,1999431632.25792,2085333144.37604
